method,dataset,target,auc_mean,auc_sample_std,original_accuracy_mean,original_accuracy_sample_std,released_exact_unsupervised_label_balanced_accuracy_mean,released_exact_unsupervised_label_balanced_accuracy_sample_std,paper_intended_100_shot_unsupervised_label_balanced_accuracy_mean,paper_intended_100_shot_unsupervised_label_balanced_accuracy_sample_std,paper_intended_100_shot_supervised_accuracy_mean,paper_intended_100_shot_supervised_accuracy_sample_std,strict_label_free_random_100_shot_heldout_accuracy_mean,strict_label_free_random_100_shot_heldout_accuracy_sample_std,full_target_transductive_unsupervised_accuracy_mean,full_target_transductive_unsupervised_accuracy_sample_std,full_target_label_oracle_accuracy_mean,full_target_label_oracle_accuracy_sample_std,strict_label_free_accuracy_delta_mean,strict_label_free_accuracy_delta_sample_std
rine,aigc_detection_benchmark,WFIR,0.7303897500000001,0.022848387867090213,0.5037499999999999,0.005303300858899072,0.67125,0.019445436482630113,0.6676,0.021071782079359228,0.666925,0.023935564543164665,0.6688421052631579,0.021287635728352912,0.6685,0.02262741699796954,0.6755,0.02050609665440982,0.16509210526315798,0.026590936587251982
rine,aigc_detection_benchmark,ADM,0.636447,0.020943088645183187,0.49975,0.00035355339059327403,0.601,0.014142135623730963,0.600775,0.01347038418160374,0.591175,0.012339013331705388,0.5988947368421053,0.012206896012062523,0.6,0.01555634918610406,0.6065,0.01626345596729061,0.09914473684210526,0.01185334262146925
rine,aigc_detection_benchmark,GLIDE,0.8663964999999998,0.04560273053228274,0.50625,0.00530330085889915,0.7895,0.05161879502661794,0.7873249999999999,0.04988638341271085,0.7862750000000001,0.051512729009439887,0.7872368421052631,0.049683555414949496,0.788,0.05303300858899111,0.7915,0.05020458146424484,0.28098684210526315,0.054986856273848646
rine,aigc_detection_benchmark,Midjourney,0.8455575,0.0032760257172373517,0.51625,0.019445436482630113,0.763,0.0028284271247461927,0.76295,0.00042426406871180327,0.767525,0.0059750523010262966,0.7621052631578948,0.0006698906348083542,0.76475,0.00035355339059331333,0.77275,0.006010407640085699,0.2458552631578948,0.020115327117438467
rine,aigc_detection_benchmark,SD v1.4,0.98792375,0.00480019438408486,0.70775,0.12975409434773147,0.94225,0.009545941546018361,0.9388000000000001,0.010677312395916868,0.942275,0.01127835315992529,0.9358684210526318,0.00986227879023348,0.94175,0.011667261889578005,0.94475,0.010960155108391456,0.2281184210526318,0.11989181555749799
rine,aigc_detection_benchmark,SD v1.5,0.9903497499999999,0.0019929804627743246,0.7065,0.1258650070512054,0.9395,0.009899494936611674,0.94315,0.013010764773832454,0.9478,0.011737972567696651,0.9422631578947369,0.01808704713982415,0.94275,0.014495689014324197,0.9535,0.009899494936611674,0.23576315789473684,0.10777795991138125
rine,aigc_detection_benchmark,VQDM,0.7783570000000001,0.031933649345165675,0.503,0.004949747468305798,0.7092499999999999,0.02156675682618976,0.70685,0.020718228688765918,0.7004999999999999,0.025738686835190323,0.7056315789473684,0.023148443047264804,0.7065,0.021213203435596444,0.714,0.019798989873223347,0.20263157894736847,0.028098190515570602
rine,aigc_detection_benchmark,Wukong,0.97662125,0.00300131473274629,0.6375,0.07495331880577402,0.9235,0.0021213203435596446,0.9201499999999999,0.0007778174593051166,0.9192499999999999,0.003676955262169878,0.9179736842105264,0.003609966198689207,0.9235,0.0028284271247461927,0.925,0.0035355339059327407,0.2804736842105264,0.07134335260708483
rine,aigc_detection_benchmark,DALL-E2,0.72287325,0.04563278257048321,0.502,0.0014142135623730963,0.6595,0.036062445840513956,0.66025,0.03471894295625959,0.6579250000000001,0.03864338559184489,0.6604736842105263,0.03364339632592837,0.6585,0.03252691193458122,0.6699999999999999,0.03747665940288705,0.15847368421052627,0.035057609888301464
rine,aigc_detection_benchmark,SDXL,0.9129575000000001,0.028941173447184356,0.5185,0.024041630560342638,0.84125,0.022980970388562852,0.8380999999999998,0.02566797615707175,0.83985,0.027647875144394023,0.8333421052631579,0.020952690410948775,0.83675,0.02580939751330897,0.84425,0.027223611075682143,0.3148421052631579,0.003088940149393864
